time,operators,typeOfAreaSse,instrumentClass,siteFacilityCode,typeOfVegetationSse,vegetationConditionSse,moistureOnVegetationSse,surfaceSoilConditionsSse,vegetationInsideFenceEbbr,vegetationOutsideFenceEbbr,vegetationHeightInsideFenceSse,vegetationHeightOutsideFenceSse,unanticipatedVegetationConditionEc,reportId,reportKey,reportSiteCode,reportFacilityCode,reportInstrumentClass,reportedOn,reporterId,reportStateCode,reportDataType,reportFrequencyCode,rowCropsEc,winterWheatEc,mostlyBareSoilEc,vegetationHeightEc,pastureOrRangelandEc,vegetationConditionEc,winterWheatConditionEc,surfaceSoilConditionsEc,pastureOrRangelandGrassEc,moistureOnVegetationSoilEc,rowCropsTypeEc,rowCropsConditionEc,pastureOrRangelandTypeEc,comments,notifySiteOps,notifyInstrumentMentor
2021-06-15 15:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.1,,20320,PM-2021-SGP-E35-00100,sgp,E35,sfccond,2021-06-16T17:47:24.557+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-15 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,No,20254,PM-2021-SGP-E39-00176,sgp,E39,sfccond,2021-06-15T19:26:54.883+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,,0.1,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-06-16 13:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.4,0.4,,20341,PM-2021-SGP-E13-00623,sgp,E13,sfccond,2021-06-16T18:57:50.050+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-16 13:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,,,0.4,0.4,No,20347,PM-2021-SGP-E14-00048,sgp,E14,sfccond,2021-06-16T19:10:59.783+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,,0.5,No,"Lush green, unwilted",Yellow but unharvested,Dry and dusty,,Slightly wet because of rain or dew,,,,,False,False
2021-06-16 15:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.9,0.8,No,20333,PM-2021-SGP-E37-00152,sgp,E37,sfccond,2021-06-16T18:25:13.486+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,1.4,No,"Lush green, unwilted",Yellow but unharvested,Dry and dusty,,Dry,,,,,False,False
2021-06-17 17:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.7,0.4,,20442,PM-2021-SGP-E40-00100,sgp,E40,sfccond,2021-06-17T19:58:23.143+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-21 15:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.8,0.1,,20635,PM-2021-SGP-E11-00108,sgp,E11,sfccond,2021-06-21T20:11:45.544+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-21 16:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.9,0.4,No,20627,PM-2021-SGP-E31-00120,sgp,E31,sfccond,2021-06-21T19:57:33.174+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.2,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,Partial soil coverage because plants are small,,,False,False
2021-06-22 16:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.8,0.3,,20733,PM-2021-SGP-E12-00094,sgp,E12,sfccond,2021-06-22T19:52:06.986+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-22 17:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,20739,PM-2021-SGP-E34-00108,sgp,E34,sfccond,2021-06-22T19:59:03.418+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-23 15:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",,Dry and dusty,,,0.5,0.2,No,20820,PM-2021-SGP-E41-00149,sgp,E41,sfccond,2021-06-23T18:50:30.529+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.2,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-06-23 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.9,0.4,No,20813,PM-2021-SGP-E33-00121,sgp,E33,sfccond,2021-06-23T18:44:41.579+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,1.4,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,"Green, ground covered",,,False,False
2021-06-24 14:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,20929,PM-2021-SGP-E32-00151,sgp,E32,sfccond,2021-06-24T19:29:41.694+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-24 16:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.1,,20918,PM-2021-SGP-E9-00108,sgp,E9,sfccond,2021-06-24T19:01:48.628+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-28 15:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Moist but not muddy,Grassy,Grassy,0.5,0.2,,21149,PM-2021-SGP-E15-00108,sgp,E15,sfccond,2021-06-28T20:17:42.599+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-28 17:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.7,0.1,,21141,PM-2021-SGP-E36-00108,sgp,E36,sfccond,2021-06-28T19:42:54.852+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-29 13:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,21260,PM-2021-SGP-E14-00052,sgp,E14,sfccond,2021-06-30T13:33:45.024+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.3,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Moist but not muddy,,Mostly wet because of rain or dew,,,,,False,False
2021-06-29 13:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.4,0.4,,21266,PM-2021-SGP-E13-00677,sgp,E13,sfccond,2021-06-30T13:45:04.164+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-29 17:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Muddy or standing water,,,0.6,0.1,,21223,PM-2021-SGP-E35-00108,sgp,E35,sfccond,2021-06-29T20:08:27.650+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-06-30 15:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,,,1.0,1.0,No,21337,PM-2021-SGP-E37-00164,sgp,E37,sfccond,2021-06-30T20:51:37.949+00:00,18599,NEW,PMR,BIWEEKLY,,Yes,No,0.2,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Muddy or standing water,,Mostly wet because of rain or dew,,,,,False,False
2021-06-30 18:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly uniform grass,"Lush green, unwilted",Dry,Muddy or standing water,Grassy,Grassy,0.4,0.3,No,21345,PM-2021-SGP-E39-00190,sgp,E39,sfccond,2021-06-30T21:13:22.725+00:00,21075,NEW,PMR,BIWEEKLY,,Yes,No,0.2,No,,Stubble after harvest,Muddy or standing water,,Dry,,,,,False,False
2021-07-01 15:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.6,0.2,,21419,PM-2021-SGP-E40-00108,sgp,E40,sfccond,2021-07-02T13:21:27.009+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-06 16:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.9,0.7,No,21624,PM-2021-SGP-E31-00130,sgp,E31,sfccond,2021-07-06T21:13:58.051+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.5,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,"Green, ground covered",,,False,False
2021-07-06 17:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.7,0.1,,21616,PM-2021-SGP-E11-00116,sgp,E11,sfccond,2021-07-06T20:59:57.708+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-08 15:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.7,0.7,,21811,PM-2021-SGP-E12-00101,sgp,E12,sfccond,2021-07-08T19:58:27.119+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-08 16:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.7,0.5,,21807,PM-2021-SGP-E34-00116,sgp,E34,sfccond,2021-07-08T19:56:13.169+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-08 18:17:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.2,0.6,No,21820,PM-2021-SGP-E33-00130,sgp,E33,sfccond,2021-07-08T20:08:03.600+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,1.7,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,"Green, ground covered",,,False,False
2021-07-09 14:20:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Moist but not muddy,Grassy,Grassy,0.4,0.4,,21898,PM-2021-SGP-E32-00162,sgp,E32,sfccond,2021-07-09T16:29:29.545+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-09 14:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.2,,21909,PM-2021-SGP-E9-00116,sgp,E9,sfccond,2021-07-09T18:30:53.876+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-09 16:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.5,0.2,No,21920,PM-2021-SGP-E41-00162,sgp,E41,sfccond,2021-07-09T19:02:33.377+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.4,No,,Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-07-12 15:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.2,,22022,PM-2021-SGP-E15-00116,sgp,E15,sfccond,2021-07-12T19:53:32.238+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-12 17:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.0,1.0,No,22035,PM-2021-SGP-E37-00177,sgp,E37,sfccond,2021-07-12T20:19:58.802+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Mostly brown due to hot, dry weather",Stubble mostly covered with green weeds after harvest,Dry and dusty,,Dry,,,,,False,False
2021-07-13 14:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.6,0.1,,22131,PM-2021-SGP-E35-00116,sgp,E35,sfccond,2021-07-13T18:44:28.445+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-13 16:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.6,0.5,,22139,PM-2021-SGP-E40-00116,sgp,E40,sfccond,2021-07-13T19:37:47.721+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-14 14:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.7,0.4,,22237,PM-2021-SGP-E36-00116,sgp,E36,sfccond,2021-07-14T18:43:39.108+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-14 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.1,No,22238,PM-2021-SGP-E39-00205,sgp,E39,sfccond,2021-07-14T18:44:56.343+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Green with brown patches because of hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-07-15 00:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly uniform grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.3,0.3,No,22324,PM-2021-SGP-E14-00056,sgp,E14,sfccond,2021-07-15T20:10:28.811+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-07-15 12:55:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.3,0.3,,22325,PM-2021-SGP-E13-00739,sgp,E13,sfccond,2021-07-15T20:13:31.637+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-19 15:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.2,0.4,No,22497,PM-2021-SGP-E31-00138,sgp,E31,sfccond,2021-07-19T20:44:49.786+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.9,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,"Green, ground covered",,,False,False
2021-07-19 18:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.4,0.1,,22488,PM-2021-SGP-E11-00124,sgp,E11,sfccond,2021-07-19T20:28:47.444+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-20 15:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.9,0.4,,22602,PM-2021-SGP-E12-00110,sgp,E12,sfccond,2021-07-20T19:51:47.109+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-20 17:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.2,,22593,PM-2021-SGP-E9-00124,sgp,E9,sfccond,2021-07-20T19:32:49.729+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-21 14:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,22679,PM-2021-SGP-E32-00174,sgp,E32,sfccond,2021-07-21T19:44:29.994+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-21 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.4,1.4,No,22667,PM-2021-SGP-E33-00139,sgp,E33,sfccond,2021-07-21T18:58:17.633+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,1.8,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,"Green, ground covered",,,False,False
2021-07-22 15:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.6,0.5,,22782,PM-2021-SGP-E34-00125,sgp,E34,sfccond,2021-07-22T20:34:29.540+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-22 18:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.7,0.5,No,22788,PM-2021-SGP-E41-00174,sgp,E41,sfccond,2021-07-22T20:46:53.644+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.4,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-07-26 15:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.4,0.2,,22958,PM-2021-SGP-E15-00124,sgp,E15,sfccond,2021-07-26T19:42:46.165+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-26 17:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.2,0.1,No,23073,PM-2021-SGP-E37-00189,sgp,E37,sfccond,2021-07-27T20:05:36.971+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-07-27 14:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,,Grassy,Grassy,0.1,0.2,No,23080,PM-2021-SGP-E39-00219,sgp,E39,sfccond,2021-07-27T20:35:15.576+00:00,21075,NEW,PMR,BIWEEKLY,,,Yes,0.0,,,,Dry and dusty,,Dry,,,,Plowed new crop.,False,False
2021-07-27 16:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,23056,PM-2021-SGP-E40-00126,sgp,E40,sfccond,2021-07-27T19:50:12.249+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-28 14:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.1,,23149,PM-2021-SGP-E36-00123,sgp,E36,sfccond,2021-07-28T19:07:57.812+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-28 16:25:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.1,,23159,PM-2021-SGP-E35-00125,sgp,E35,sfccond,2021-07-28T19:30:37.983+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-29 12:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.0,0.1,,23229,PM-2021-SGP-E13-00787,sgp,E13,sfccond,2021-07-29T19:22:10.116+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-07-29 12:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.0,0.1,No,23235,PM-2021-SGP-E14-00060,sgp,E14,sfccond,2021-07-29T19:32:38.577+00:00,21075,NEW,PMR,BIWEEKLY,No,,No,0.2,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-08-02 14:45:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.1,,23644,PM-2021-SGP-E11-00132,sgp,E11,sfccond,2021-08-04T20:39:18.315+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-02 16:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.0,0.8,No,23458,PM-2021-SGP-E31-00147,sgp,E31,sfccond,2021-08-02T20:06:52.184+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.9,No,"Lush green, unwilted",,Dry and dusty,,Dry,Sorghum,"Green, ground covered",,,False,False
2021-08-03 15:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.6,0.2,,23611,PM-2021-SGP-E34-00133,sgp,E34,sfccond,2021-08-04T19:49:52.210+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-03 18:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.6,0.4,,23618,PM-2021-SGP-E12-00115,sgp,E12,sfccond,2021-08-04T20:09:05.075+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-04 15:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,1.7,0.1,No,23636,PM-2021-SGP-E33-00150,sgp,E33,sfccond,2021-08-04T20:29:35.232+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,1.9,No,"Lush green, unwilted",,Dry and dusty,,Dry,Corn,"Green, ground covered",,,False,False
2021-08-04 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.7,0.1,No,23641,PM-2021-SGP-E41-00186,sgp,E41,sfccond,2021-08-04T20:35:05.093+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.4,No,"Green with brown patches because of hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,,,,False,False
2021-08-05 14:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.5 ,0.3,,23706,PM-2021-SGP-E32-00186,sgp,E32,sfccond,2021-08-05T21:26:51.617+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-05 17:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.1,,23695,PM-2021-SGP-E9-00132,sgp,E9,sfccond,2021-08-05T21:02:55.187+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-09 15:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Lush green, unwilted",Dry,Moist but not muddy,Grassy,Grassy,0.3,0.1,,23896,PM-2021-SGP-E35-00132,sgp,E35,sfccond,2021-08-09T19:16:09.126+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-09 17:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.3,,23904,PM-2021-SGP-E40-00132,sgp,E40,sfccond,2021-08-09T19:32:25.099+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-10 15:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.3,0.1,,24008,PM-2021-SGP-E15-00132,sgp,E15,sfccond,2021-08-10T19:53:04.087+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2021-08-10 17:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.2,,24000,PM-2021-SGP-E36-00132,sgp,E36,sfccond,2021-08-10T19:33:03.373+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
